USDCAD Curncy,,,S&P 500 Total Return Index,,,S&P/TSX Composite Total Return Index,,,USGG2YR Index,,,USGG12M Index,,,GCAN2YR Index,,,GCAN12M Index,,,CL1 Comdty,,,Spread of Canadian and US 2 Year Rates,,,Spread of Canadian and US 1 Year Rates,1.2659,,XAU Curncy,,,HG1 Comdty,,,US0003M Index,,,GCAN3M Index,,,DXY Curncy,,,DXY Curncy,,,EURUSD Curncy,,,USDJPY Curncy,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
3/20/2009,1.24,,3/20/2009,"1,244.8550",,3/20/2009,"21,919.9400",,3/20/2009,0.8668,,3/20/2009,0.5834,,3/20/2009,1.0070,,3/20/2009,0.6000,,3/20/2009,52.0700,,3/20/2009,-0.1402,,3/20/2009,-0.0166,,3/20/2009,952.23,,3/25/2009,179.7,,3/23/2009,1.22219,,3/20/2009,0.389,,3/23/2009,83.426,,3/23/2009,83.426,,3/20/2009,1/1/1900,,3/20/2009,95.94
3/23/2009,1.22,,3/23/2009,"1,333.2070",,3/23/2009,"23,085.8300",,3/23/2009,0.8913,,3/23/2009,0.5906,,3/23/2009,1.0390,,3/23/2009,0.6100,,3/23/2009,53.8000,,3/23/2009,-0.1477,,3/23/2009,-0.0194,,3/23/2009,939.5,,3/26/2009,184.95,,3/24/2009,1.22625,,3/23/2009,0.385,,3/24/2009,83.858,,3/24/2009,83.858,,3/23/2009,1/1/1900,,3/23/2009,96.95
3/24/2009,1.23,,3/24/2009,"1,306.0280",,3/24/2009,"22,807.0300",,3/24/2009,0.9076,,3/24/2009,0.5936,,3/24/2009,1.1010,,3/24/2009,0.6200,,3/24/2009,53.9800,,3/24/2009,-0.1934,,3/24/2009,-0.0264,,3/24/2009,925.75,,3/27/2009,183.35,,3/25/2009,1.2275,,3/24/2009,0.385,,3/25/2009,83.808,,3/25/2009,83.808,,3/24/2009,1/1/1900,,3/24/2009,97.86
3/25/2009,1.23,,3/25/2009,"1,318.6110",,3/25/2009,"22,682.1900",,3/25/2009,0.9541,,3/25/2009,0.5783,,3/25/2009,1.2140,,3/25/2009,0.6380,,3/25/2009,52.7700,,3/25/2009,-0.2599,,3/25/2009,-0.0597,,3/25/2009,934.2,,3/30/2009,176.6,,3/26/2009,1.23188,,3/25/2009,0.405,,3/26/2009,84.165,,3/26/2009,84.165,,3/25/2009,1/1/1900,,3/25/2009,97.54
3/26/2009,1.23,,3/26/2009,"1,349.3730",,3/26/2009,"23,193.4700",,3/26/2009,0.9066,,3/26/2009,0.5548,,3/26/2009,1.1810,,3/26/2009,0.6380,,3/26/2009,54.3400,,3/26/2009,-0.2744,,3/26/2009,-0.0832,,3/26/2009,934.45,,3/31/2009,184.45,,3/27/2009,1.22,,3/26/2009,0.406,,3/27/2009,85.111,,3/27/2009,85.111,,3/26/2009,1/1/1900,,3/26/2009,98.71
3/27/2009,1.24,,3/27/2009,"1,322.1870",,3/27/2009,"22,767.3500",,3/27/2009,0.9066,,3/27/2009,0.5629,,3/27/2009,1.1730,,3/27/2009,0.6300,,3/27/2009,52.3800,,3/27/2009,-0.2664,,3/27/2009,-0.0671,,3/27/2009,923.15,,4/1/2009,184.9,,3/30/2009,1.2075,,3/27/2009,0.396,,3/30/2009,85.869,,3/30/2009,85.869,,3/27/2009,1/1/1900,,3/27/2009,97.86
3/30/2009,1.26,,3/30/2009,"1,276.2250",,3/30/2009,"22,187.2200",,3/30/2009,0.8434,,3/30/2009,0.5650,,3/30/2009,1.1190,,3/30/2009,0.6320,,3/30/2009,48.4100,,3/30/2009,-0.2756,,3/30/2009,-0.0670,,3/30/2009,917.3,,4/2/2009,189,,3/31/2009,1.19188,,3/30/2009,0.4,,3/31/2009,85.43,,3/31/2009,85.43,,3/30/2009,1/1/1900,,3/30/2009,97.26
3/31/2009,1.26,,3/31/2009,"1,292.9770",,3/31/2009,"22,507.7000",,3/31/2009,0.7960,,3/31/2009,0.5425,,3/31/2009,1.0780,,3/31/2009,0.6150,,3/31/2009,49.6600,,3/31/2009,-0.2820,,3/31/2009,-0.0725,,3/31/2009,919.35,,4/3/2009,200.05,,4/1/2009,1.17688,,3/31/2009,0.405,,4/1/2009,85.503,,4/1/2009,85.503,,3/31/2009,1/1/1900,,3/31/2009,98.96
4/1/2009,1.26,,4/1/2009,"1,314.6310",,4/1/2009,"23,091.8300",,4/1/2009,0.8038,,4/1/2009,0.5404,,4/1/2009,1.0710,,4/1/2009,0.6220,,4/1/2009,48.3900,,4/1/2009,-0.2672,,4/1/2009,-0.0816,,4/1/2009,927.4,,4/6/2009,195.9,,4/2/2009,1.16594,,4/1/2009,0.409,,4/2/2009,84.446,,4/2/2009,84.446,,4/1/2009,1/1/1900,,4/1/2009,98.53
4/2/2009,1.24,,4/2/2009,"1,352.4740",,4/2/2009,"23,431.0900",,4/2/2009,0.8829,,4/2/2009,0.5496,,4/2/2009,1.1200,,4/2/2009,0.6500,,4/2/2009,52.6400,,4/2/2009,-0.2371,,4/2/2009,-0.1004,,4/2/2009,904.05,,4/7/2009,199,,4/3/2009,1.16094,,4/2/2009,0.403,,4/3/2009,84.165,,4/3/2009,84.165,,4/2/2009,1/1/1900,,4/2/2009,99.52
4/3/2009,1.23,,4/3/2009,"1,365.6630",,4/3/2009,"23,424.0800",,4/3/2009,0.9467,,4/3/2009,0.5751,,4/3/2009,1.1430,,4/3/2009,0.6560,,4/3/2009,52.5100,,4/3/2009,-0.1963,,4/3/2009,-0.0809,,4/3/2009,893.15,,4/8/2009,199.85,,4/6/2009,1.15688,,4/3/2009,0.411,,4/6/2009,84.571,,4/6/2009,84.571,,4/3/2009,1/1/1900,,4/3/2009,100.32
4/6/2009,1.24,,4/6/2009,"1,354.3600",,4/6/2009,"23,295.9500",,4/6/2009,0.9388,,4/6/2009,0.5649,,4/6/2009,1.1470,,4/6/2009,0.6750,,4/6/2009,51.0500,,4/6/2009,-0.2082,,4/6/2009,-0.1101,,4/6/2009,868.9,,4/9/2009,207.1,,4/7/2009,1.14938,,4/6/2009,0.414,,4/7/2009,85.288,,4/7/2009,85.288,,4/6/2009,1/1/1900,,4/6/2009,100.99
4/7/2009,1.24,,4/7/2009,"1,322.9120",,4/7/2009,"22,805.5000",,4/7/2009,0.9069,,4/7/2009,0.5373,,4/7/2009,1.1230,,4/7/2009,0.6630,,4/7/2009,49.1500,,4/7/2009,-0.2161,,4/7/2009,-0.1257,,4/7/2009,881.05,,4/13/2009,212.55,,4/8/2009,1.13875,,4/7/2009,0.412,,4/8/2009,85.361,,4/8/2009,85.361,,4/7/2009,1/1/1900,,4/7/2009,100.42
4/8/2009,1.24,,4/8/2009,"1,338.5320",,4/8/2009,"23,179.0200",,4/8/2009,0.9230,,4/8/2009,0.5835,,4/8/2009,1.0950,,4/8/2009,0.6790,,4/8/2009,49.3800,,4/8/2009,-0.1720,,4/8/2009,-0.0955,,4/8/2009,880.5,,4/14/2009,211.5,,4/9/2009,1.13125,,4/8/2009,0.411,,4/9/2009,85.786,,4/9/2009,85.786,,4/8/2009,1/1/1900,,4/8/2009,99.76
4/9/2009,1.22,,4/9/2009,"1,389.4870",,4/9/2009,"23,741.9500",,4/9/2009,0.9474,,4/9/2009,0.5835,,4/9/2009,1.1270,,4/9/2009,0.6840,,4/9/2009,52.2400,,4/9/2009,-0.1796,,4/9/2009,-0.1005,,4/9/2009,879.35,,4/15/2009,219.9,,4/14/2009,1.12188,,4/9/2009,0.415,,4/13/2009,84.635,,4/13/2009,84.635,,4/9/2009,1/1/1900,,4/9/2009,100.42
4/10/2009,1.23,,4/10/2009,"1,389.4870",,4/10/2009,"23,741.9500",,4/10/2009,0.9475,,4/10/2009,0.5855,,4/10/2009,1.1160,,4/10/2009,0.7030,,4/10/2009,52.2400,,4/10/2009,-0.1685,,4/10/2009,-0.1175,,4/10/2009,881.65,,4/16/2009,216.95,,4/15/2009,1.1125,,4/10/2009,0.43,,4/14/2009,84.642,,4/14/2009,84.642,,4/10/2009,1/1/1900,,4/10/2009,100.25
4/13/2009,1.22,,4/13/2009,"1,393.1250",,4/13/2009,"23,997.5300",,4/13/2009,0.8669,,4/13/2009,0.5691,,4/13/2009,1.1080,,4/13/2009,0.6890,,4/13/2009,50.0500,,4/13/2009,-0.2411,,4/13/2009,-0.1199,,4/13/2009,893.85,,4/17/2009,219.4,,4/16/2009,1.10688,,4/13/2009,0.42,,4/15/2009,85.081,,4/15/2009,85.081,,4/13/2009,1/1/1900,,4/13/2009,100.1
4/14/2009,1.22,,4/14/2009,"1,365.2040",,4/14/2009,"23,858.5200",,4/14/2009,0.8427,,4/14/2009,0.5252,,4/14/2009,1.0960,,4/14/2009,0.6810,,4/14/2009,49.4100,,4/14/2009,-0.2533,,4/14/2009,-0.1558,,4/14/2009,890.45,,4/20/2009,210.35,,4/17/2009,1.10188,,4/14/2009,0.421,,4/16/2009,85.227,,4/16/2009,85.227,,4/14/2009,1/1/1900,,4/14/2009,98.98
4/15/2009,1.20,,4/15/2009,"1,382.3580",,4/15/2009,"23,895.9900",,4/15/2009,0.8508,,4/15/2009,0.5119,,4/15/2009,1.1260,,4/15/2009,0.7070,,4/15/2009,49.2500,,4/15/2009,-0.2752,,4/15/2009,-0.1951,,4/15/2009,891.03,,4/21/2009,208.7,,4/20/2009,1.10063,,4/15/2009,0.416,,4/17/2009,85.981,,4/17/2009,85.981,,4/15/2009,1/1/1900,,4/15/2009,99.37
4/16/2009,1.21,,4/16/2009,"1,403.8850",,4/16/2009,"24,147.6800",,4/16/2009,0.8992,,4/16/2009,0.5088,,4/16/2009,1.1240,,4/16/2009,0.7020,,4/16/2009,49.9800,,4/16/2009,-0.2248,,4/16/2009,-0.1932,,4/16/2009,875.65,,4/22/2009,205.95,,4/21/2009,1.1,,4/16/2009,0.406,,4/20/2009,86.637,,4/20/2009,86.637,,4/16/2009,1/1/1900,,4/16/2009,99.28
4/17/2009,1.21,,4/17/2009,"1,410.8520",,4/17/2009,"24,391.3200",,4/17/2009,0.9643,,4/17/2009,0.5446,,4/17/2009,1.1600,,4/17/2009,0.6920,,4/17/2009,50.3300,,4/17/2009,-0.1957,,4/17/2009,-0.1474,,4/17/2009,868.85,,4/23/2009,199.2,,4/22/2009,1.09938,,4/17/2009,0.414,,4/21/2009,86.579,,4/21/2009,86.579,,4/17/2009,1/1/1900,,4/17/2009,99.16
4/20/2009,1.24,,4/20/2009,"1,350.5210",,4/20/2009,"23,587.1200",,4/20/2009,0.9075,,4/20/2009,0.5119,,4/20/2009,1.1120,,4/20/2009,0.6840,,4/20/2009,45.8800,,4/20/2009,-0.2045,,4/20/2009,-0.1721,,4/20/2009,884.5,,4/24/2009,205.05,,4/23/2009,1.09188,,4/20/2009,0.389,,4/22/2009,86.191,,4/22/2009,86.191,,4/20/2009,1/1/1900,,4/20/2009,97.89
4/21/2009,1.24,,4/21/2009,"1,379.2170",,4/21/2009,"23,917.0100",,4/21/2009,0.9320,,4/21/2009,0.5068,,4/21/2009,1.0220,,4/21/2009,0.5530,,4/21/2009,46.5100,,4/21/2009,-0.0900,,4/21/2009,-0.0462,,4/21/2009,883.8,,4/27/2009,198.65,,4/24/2009,1.0725,,4/21/2009,0.304,,4/23/2009,85.517,,4/23/2009,85.517,,4/21/2009,1/1/1900,,4/21/2009,98.73
4/22/2009,1.24,,4/22/2009,"1,368.9160",,4/22/2009,"23,999.7300",,4/22/2009,0.9565,,4/22/2009,0.4823,,4/22/2009,1.0070,,4/22/2009,0.5420,,4/22/2009,48.8500,,4/22/2009,-0.0505,,4/22/2009,-0.0597,,4/22/2009,889.75,,4/28/2009,191.6,,4/27/2009,1.05375,,4/22/2009,0.276,,4/24/2009,84.714,,4/24/2009,84.714,,4/22/2009,1/1/1900,,4/22/2009,98.02
4/23/2009,1.22,,4/23/2009,"1,382.5190",,4/23/2009,"24,337.2000",,4/23/2009,0.9240,,4/23/2009,0.4577,,4/23/2009,0.9890,,4/23/2009,0.5320,,4/23/2009,49.6200,,4/23/2009,-0.0650,,4/23/2009,-0.0743,,4/23/2009,904.28,,4/29/2009,201,,4/28/2009,1.03938,,4/23/2009,0.267,,4/27/2009,85.696,,4/27/2009,85.696,,4/23/2009,1/1/1900,,4/23/2009,97.96
4/24/2009,1.21,,4/24/2009,"1,405.7370",,4/24/2009,"24,699.2600",,4/24/2009,0.9570,,4/24/2009,0.4730,,4/24/2009,0.9890,,4/24/2009,0.5280,,4/24/2009,51.5500,,4/24/2009,-0.0320,,4/24/2009,-0.0550,,4/24/2009,912.83,,4/30/2009,205.3,,4/29/2009,1.0275,,4/24/2009,0.267,,4/28/2009,85.158,,4/28/2009,85.158,,4/24/2009,1/1/1900,,4/24/2009,97.17
4/27/2009,1.22,,4/27/2009,"1,391.5800",,4/27/2009,"24,299.1800",,4/27/2009,0.8749,,4/27/2009,0.4628,,4/27/2009,0.9610,,4/27/2009,0.5140,,4/27/2009,50.1400,,4/27/2009,-0.0861,,4/27/2009,-0.0512,,4/27/2009,906.48,,5/1/2009,210.15,,4/30/2009,1.01625,,4/27/2009,0.27,,4/29/2009,84.474,,4/29/2009,84.474,,4/27/2009,1/1/1900,,4/27/2009,96.77
4/28/2009,1.22,,4/28/2009,"1,387.8240",,4/28/2009,"24,189.7100",,4/28/2009,0.9461,,4/28/2009,0.4832,,4/28/2009,0.9870,,4/28/2009,0.5070,,4/28/2009,49.9200,,4/28/2009,-0.0409,,4/28/2009,-0.0238,,4/28/2009,893.38,,5/4/2009,214.5,,5/1/2009,1.00688,,4/28/2009,0.257,,4/30/2009,84.614,,4/30/2009,84.614,,4/28/2009,1/1/1900,,4/28/2009,96.45
4/29/2009,1.20,,4/29/2009,"1,417.9900",,4/29/2009,"24,378.8100",,4/29/2009,0.9541,,4/29/2009,0.4608,,4/29/2009,0.9850,,4/29/2009,0.4720,,4/29/2009,50.9700,,4/29/2009,-0.0309,,4/29/2009,-0.0112,,4/29/2009,898,,5/5/2009,208.45,,5/5/2009,0.98625,,4/29/2009,0.298,,5/1/2009,84.546,,5/1/2009,84.546,,4/29/2009,1/1/1900,,4/29/2009,97.66
4/30/2009,1.19,,4/30/2009,"1,416.7270",,4/30/2009,"24,141.9600",,4/30/2009,0.8987,,4/30/2009,0.4557,,4/30/2009,0.9880,,4/30/2009,0.4740,,4/30/2009,51.1200,,4/30/2009,-0.0893,,4/30/2009,-0.0183,,4/30/2009,888.2,,5/6/2009,218.85,,5/6/2009,0.97375,,4/30/2009,0.354,,5/4/2009,83.97,,5/4/2009,83.97,,4/30/2009,1/1/1900,,4/30/2009,98.63
5/1/2009,1.19,,5/1/2009,"1,424.4080",,5/1/2009,"24,587.6200",,5/1/2009,0.9068,,5/1/2009,0.4587,,5/1/2009,0.9910,,5/1/2009,0.4660,,5/1/2009,53.2000,,5/1/2009,-0.0842,,5/1/2009,-0.0073,,5/1/2009,886.55,,5/7/2009,216.55,,5/7/2009,0.95625,,5/1/2009,0.34,,5/5/2009,84.157,,5/5/2009,84.157,,5/1/2009,1/1/1900,,5/1/2009,99.12
5/4/2009,1.17,,5/4/2009,"1,472.6410",,5/4/2009,"25,554.3800",,5/4/2009,0.9387,,5/4/2009,0.4812,,5/4/2009,1.0150,,5/4/2009,0.4710,,5/4/2009,54.4700,,5/4/2009,-0.0763,,5/4/2009,0.0102,,5/4/2009,902.15,,5/8/2009,214.7,,5/8/2009,0.9375,,5/4/2009,0.314,,5/6/2009,83.803,,5/6/2009,83.803,,5/4/2009,1/1/1900,,5/4/2009,98.8
5/5/2009,1.18,,5/5/2009,"1,467.2480",,5/5/2009,"25,581.6800",,5/5/2009,0.9627,,5/5/2009,0.4710,,5/5/2009,1.0200,,5/5/2009,0.4650,,5/5/2009,53.8400,,5/5/2009,-0.0573,,5/5/2009,0.0060,,5/5/2009,897.15,,5/11/2009,209.35,,5/11/2009,0.92,,5/5/2009,0.335,,5/7/2009,83.941,,5/7/2009,83.941,,5/5/2009,1/1/1900,,5/5/2009,98.82
5/6/2009,1.17,,5/6/2009,"1,493.3070",,5/6/2009,"26,263.6300",,5/6/2009,0.9628,,5/6/2009,0.5017,,5/6/2009,1.0320,,5/6/2009,0.4650,,5/6/2009,56.3400,,5/6/2009,-0.0692,,5/6/2009,0.0367,,5/6/2009,911.35,,5/12/2009,209,,5/12/2009,0.90563,,5/6/2009,0.331,,5/8/2009,82.529,,5/8/2009,82.529,,5/6/2009,1/1/1900,,5/6/2009,98.31
5/7/2009,1.17,,5/7/2009,"1,473.6640",,5/7/2009,"25,808.7100",,5/7/2009,0.9949,,5/7/2009,0.5375,,5/7/2009,1.0720,,5/7/2009,0.4650,,5/7/2009,56.7100,,5/7/2009,-0.0771,,5/7/2009,0.0725,,5/7/2009,910.82,,5/13/2009,203.7,,5/13/2009,0.88313,,5/7/2009,0.338,,5/11/2009,82.678,,5/11/2009,82.678,,5/7/2009,1/1/1900,,5/7/2009,99.12
5/8/2009,1.15,,5/8/2009,"1,509.1380",,5/8/2009,"26,510.2900",,5/8/2009,0.9793,,5/8/2009,0.5344,,5/8/2009,1.1230,,5/8/2009,0.4660,,5/8/2009,58.6300,,5/8/2009,-0.1437,,5/8/2009,0.0684,,5/8/2009,916.65,,5/14/2009,203.5,,5/14/2009,0.85438,,5/8/2009,0.319,,5/12/2009,82.306,,5/12/2009,82.306,,5/8/2009,1/1/1900,,5/8/2009,98.47
5/11/2009,1.17,,5/11/2009,"1,477.2030",,5/11/2009,"26,137.7900",,5/11/2009,0.8910,,5/11/2009,0.5088,,5/11/2009,1.0950,,5/11/2009,0.4580,,5/11/2009,58.5000,,5/11/2009,-0.2040,,5/11/2009,0.0508,,5/11/2009,913.6,,5/15/2009,202.8,,5/15/2009,0.82563,,5/11/2009,0.346,,5/13/2009,82.499,,5/13/2009,82.499,,5/11/2009,1/1/1900,,5/11/2009,97.49
5/12/2009,1.16,,5/12/2009,"1,475.8260",,5/12/2009,"26,095.7500",,5/12/2009,0.8830,,5/12/2009,0.5140,,5/12/2009,1.1200,,5/12/2009,0.4450,,5/12/2009,58.8500,,5/12/2009,-0.2370,,5/12/2009,0.0690,,5/12/2009,923.3,,5/18/2009,207.55,,5/18/2009,0.785,,5/12/2009,0.312,,5/14/2009,82.279,,5/14/2009,82.279,,5/12/2009,1/1/1900,,5/12/2009,96.45
5/13/2009,1.17,,5/13/2009,"1,436.7450",,5/13/2009,"25,152.5500",,5/13/2009,0.8669,,5/13/2009,0.4966,,5/13/2009,1.1200,,5/13/2009,0.4470,,5/13/2009,58.0200,,5/13/2009,-0.2531,,5/13/2009,0.0496,,5/13/2009,926.33,,5/19/2009,206.95,,5/19/2009,0.7525,,5/13/2009,0.256,,5/15/2009,83.024,,5/15/2009,83.024,,5/13/2009,1/1/1900,,5/13/2009,95.31
5/14/2009,1.17,,5/14/2009,"1,451.7910",,5/14/2009,"25,514.7800",,5/14/2009,0.8427,,5/14/2009,0.4710,,5/14/2009,1.1040,,5/14/2009,0.4460,,5/14/2009,58.6200,,5/14/2009,-0.2613,,5/14/2009,0.0250,,5/14/2009,926.5,,5/20/2009,210.85,,5/20/2009,0.71625,,5/14/2009,0.251,,5/18/2009,82.667,,5/18/2009,82.667,,5/14/2009,1/1/1900,,5/14/2009,95.8
5/15/2009,1.18,,5/15/2009,"1,435.4820",,5/15/2009,"25,301.3000",,5/15/2009,0.8507,,5/15/2009,0.4659,,5/15/2009,1.0980,,5/15/2009,0.4470,,5/15/2009,56.3400,,5/15/2009,-0.2473,,5/15/2009,0.0189,,5/15/2009,931.78,,5/21/2009,205.4,,5/21/2009,0.66125,,5/15/2009,0.253,,5/19/2009,81.978,,5/19/2009,81.978,,5/15/2009,1/1/1900,,5/15/2009,95.21
5/18/2009,1.16,,5/18/2009,"1,479.2400",,5/18/2009,"25,301.3000",,5/18/2009,0.9074,,5/18/2009,0.4823,,5/18/2009,1.0940,,5/18/2009,0.4480,,5/18/2009,59.0300,,5/18/2009,-0.1866,,5/18/2009,0.0343,,5/18/2009,918.25,,5/22/2009,210.25,,5/22/2009,0.66,,5/18/2009,0.255,,5/20/2009,80.985,,5/20/2009,80.985,,5/18/2009,1/1/1900,,5/18/2009,96.31
5/19/2009,1.16,,5/19/2009,"1,476.9370",,5/19/2009,"26,179.0300",,5/19/2009,0.8831,,5/19/2009,0.4557,,5/19/2009,1.1080,,5/19/2009,0.4540,,5/19/2009,59.6500,,5/19/2009,-0.2249,,5/19/2009,0.0017,,5/19/2009,924.98,,5/26/2009,214.75,,5/26/2009,0.66375,,5/19/2009,0.253,,5/21/2009,80.558,,5/21/2009,80.558,,5/19/2009,1/1/1900,,5/19/2009,95.98
5/20/2009,1.14,,5/20/2009,"1,469.4730",,5/20/2009,"26,523.4300",,5/20/2009,0.8343,,5/20/2009,0.4231,,5/20/2009,1.1100,,5/20/2009,0.4360,,5/20/2009,62.0400,,5/20/2009,-0.2757,,5/20/2009,-0.0129,,5/20/2009,938.65,,5/27/2009,211.65,,5/27/2009,0.67375,,5/20/2009,0.258,,5/22/2009,79.958,,5/22/2009,79.958,,5/20/2009,1/1/1900,,5/20/2009,94.88
5/21/2009,1.14,,5/21/2009,"1,445.2790",,5/21/2009,"25,791.4100",,5/21/2009,0.8587,,5/21/2009,0.4302,,5/21/2009,1.1460,,5/21/2009,0.4360,,5/21/2009,61.0500,,5/21/2009,-0.2873,,5/21/2009,-0.0058,,5/21/2009,953.78,,5/28/2009,213.7,,5/28/2009,0.6675,,5/21/2009,0.259,,5/25/2009,80.024,,5/25/2009,80.024,,5/21/2009,1/1/1900,,5/21/2009,94.41
5/22/2009,1.12,,5/22/2009,"1,443.1430",,5/22/2009,"25,905.5200",,5/22/2009,0.8831,,5/22/2009,0.4485,,5/22/2009,1.1520,,5/22/2009,0.4460,,5/22/2009,61.6700,,5/22/2009,-0.2689,,5/22/2009,0.0025,,5/22/2009,957.35,,5/29/2009,219.75,,5/29/2009,0.65625,,5/22/2009,0.258,,5/26/2009,80.131,,5/26/2009,80.131,,5/22/2009,1/1/1900,,5/22/2009,94.78
5/25/2009,1.12,,5/25/2009,"1,443.1430",,5/25/2009,"26,107.6500",,5/25/2009,0.8831,,5/25/2009,0.4434,,5/25/2009,1.1530,,5/25/2009,0.4470,,5/25/2009,61.6700,,5/25/2009,-0.2699,,5/25/2009,-0.0036,,5/25/2009,958.8,,6/1/2009,231.9,,6/1/2009,0.65,,5/25/2009,0.263,,5/27/2009,80.332,,5/27/2009,80.332,,5/25/2009,1/1/1900,,5/25/2009,94.83
5/26/2009,1.12,,5/26/2009,"1,481.1040",,5/26/2009,"26,669.3800",,5/26/2009,0.9159,,5/26/2009,0.4628,,5/26/2009,1.2050,,5/26/2009,0.4570,,5/26/2009,62.4500,,5/26/2009,-0.2891,,5/26/2009,0.0058,,5/26/2009,952,,6/2/2009,229.75,,6/2/2009,0.64625,,5/26/2009,0.277,,5/28/2009,80.433,,5/28/2009,80.433,,5/26/2009,1/1/1900,,5/26/2009,95.03
5/27/2009,1.12,,5/27/2009,"1,453.2810",,5/27/2009,"26,312.6300",,5/27/2009,0.9779,,5/27/2009,0.4659,,5/27/2009,1.2700,,5/27/2009,0.4760,,5/27/2009,63.4500,,5/27/2009,-0.2921,,5/27/2009,-0.0101,,5/27/2009,949.8,,6/3/2009,221.2,,6/3/2009,0.63688,,5/27/2009,0.273,,5/29/2009,79.348,,5/29/2009,79.348,,5/27/2009,1/1/1900,,5/27/2009,95.34
5/28/2009,1.11,,5/28/2009,"1,475.9380",,5/28/2009,"26,964.8900",,5/28/2009,0.9621,,5/28/2009,0.4516,,5/28/2009,1.2730,,5/28/2009,0.4990,,5/28/2009,65.0800,,5/28/2009,-0.3109,,5/28/2009,-0.0474,,5/28/2009,959.43,,6/4/2009,230.1,,6/4/2009,0.62938,,5/28/2009,0.276,,6/1/2009,79.171,,6/1/2009,79.171,,5/28/2009,1/1/1900,,5/28/2009,96.86
5/29/2009,1.09,,5/29/2009,"1,495.9690",,5/29/2009,"26,909.4100",,5/29/2009,0.9146,,5/29/2009,0.4424,,5/29/2009,1.2400,,5/29/2009,0.5020,,5/29/2009,66.3100,,5/29/2009,-0.3254,,5/29/2009,-0.0596,,5/29/2009,979.18,,6/5/2009,228.4,,6/5/2009,0.6325,,5/29/2009,0.275,,6/2/2009,78.404,,6/2/2009,78.404,,5/29/2009,1/1/1900,,5/29/2009,95.34
6/1/2009,1.09,,6/1/2009,"1,534.6530",,6/1/2009,"27,518.9700",,6/1/2009,0.9463,,6/1/2009,0.4404,,6/1/2009,1.2680,,6/1/2009,0.5130,,6/1/2009,68.5800,,6/1/2009,-0.3217,,6/1/2009,-0.0726,,6/1/2009,975.05,,6/8/2009,225.3,,6/8/2009,0.65,,6/1/2009,0.283,,6/3/2009,79.5,,6/3/2009,79.5,,6/1/2009,1/1/1900,,6/1/2009,96.59
6/2/2009,1.08,,6/2/2009,"1,537.6930",,6/2/2009,"27,481.0800",,6/2/2009,0.9464,,6/2/2009,0.4077,,6/2/2009,1.2300,,6/2/2009,0.5160,,6/2/2009,68.5500,,6/2/2009,-0.2836,,6/2/2009,-0.1083,,6/2/2009,981.85,,6/9/2009,236.55,,6/9/2009,0.6475,,6/2/2009,0.28,,6/4/2009,79.414,,6/4/2009,79.414,,6/2/2009,1/1/1900,,6/2/2009,95.77
6/3/2009,1.11,,6/3/2009,"1,516.8760",,6/3/2009,"26,708.7800",,6/3/2009,0.9068,,6/3/2009,0.4364,,6/3/2009,1.1620,,6/3/2009,0.5050,,6/3/2009,66.1200,,6/3/2009,-0.2552,,6/3/2009,-0.0686,,6/3/2009,963.05,,6/10/2009,236.7,,6/10/2009,0.63875,,6/3/2009,0.279,,6/5/2009,80.67,,6/5/2009,80.67,,6/3/2009,1/1/1900,,6/3/2009,95.99
6/4/2009,1.10,,6/4/2009,"1,534.5910",,6/4/2009,"27,194.9500",,6/4/2009,0.9546,,6/4/2009,0.4578,,6/4/2009,1.1680,,6/4/2009,0.5300,,6/4/2009,68.8100,,6/4/2009,-0.2134,,6/4/2009,-0.0722,,6/4/2009,980.28,,6/11/2009,244.5,,6/11/2009,0.62938,,6/4/2009,0.325,,6/8/2009,80.909,,6/8/2009,80.909,,6/4/2009,1/1/1900,,6/4/2009,96.58
6/5/2009,1.12,,6/5/2009,"1,530.8170",,6/5/2009,"27,439.1300",,6/5/2009,1.2923,,6/5/2009,0.6039,,6/5/2009,1.2620,,6/5/2009,0.6030,,6/5/2009,68.4400,,6/5/2009,0.0303,,6/5/2009,0.0009,,6/5/2009,955.33,,6/12/2009,237.35,,6/12/2009,0.62438,,6/5/2009,0.313,,6/9/2009,79.787,,6/9/2009,79.787,,6/5/2009,1/1/1900,,6/5/2009,98.64
6/8/2009,1.12,,6/8/2009,"1,529.5880",,6/8/2009,"27,391.8000",,6/8/2009,1.3980,,6/8/2009,0.6060,,6/8/2009,1.4030,,6/8/2009,0.6430,,6/8/2009,68.0900,,6/8/2009,-0.0050,,6/8/2009,-0.0370,,6/8/2009,951.85,,6/15/2009,228.5,,6/15/2009,0.61438,,6/8/2009,0.331,,6/10/2009,80.329,,6/10/2009,80.329,,6/8/2009,1/1/1900,,6/8/2009,98.49
