,USDCAD Curncy,S&P 500 Total Return Index,S&P/TSX Composite Total Return Index,USGG2YR Index,USGG12M Index,GCAN2YR Index,GCAN12M Index,CL1 Comdty,XAU Curncy,HG1 Comdty,US0003M Index,GCAN3M Index,DXY Curncy,USDJPY Curncy
2015-06-19,1.2267,3900.636,45252.11,0.6169,0.2189,0.595,0.66,59.61,1200.27,256.9,0.2813,0.603,94.085,122.71
2015-06-22,1.2309,3924.406,45676.28,0.6575,0.2291,0.624,0.679,59.68,1185.98,256.7,0.28225,0.595,94.329,123.37
2015-06-23,1.2327,3927.229,46031.5,0.6779,0.2495,0.631,0.679,61.01,1178.63,261.3,0.28075,0.594,95.432,123.94
2015-06-24,1.2383,3898.475,46164.35,0.6802,0.2853,0.603,0.66,60.27,1175.4,262.45,0.28075,0.58,95.264,123.85
2015-06-25,1.2328,3887.037,46020.6,0.688,0.2802,0.62,0.66,59.7,1173.17,262.3,0.282,0.582,95.187,123.63
2015-06-26,1.2321,3886.21,45782.7,0.7117,0.2802,0.637,0.659,59.63,1175.52,264.45,0.28175,0.581,95.472,123.85
2015-06-29,1.2403,3805.505,44800.12,0.6329,0.2597,0.564,0.64,58.33,1179.83,263.85,0.2837,0.58,94.79,122.54
2015-06-30,1.2494,3815.853,44995.47,0.6427,0.2648,0.484,0.601,59.47,1172.35,262.35,0.2832,0.578,95.485,122.5
2015-07-01,1.259,3843.256,44995.47,0.6882,0.2699,0.483,0.601,56.96,1168.79,263.55,0.2836,0.597,96.31,123.17
2015-07-02,1.254,3842.056,45258.57,0.627,0.2444,0.49,0.575,56.93,1166.26,263.45,0.2835,0.571,96.113,123.07
2015-07-03,1.2574,3842.056,45416,0.627,0.2444,0.483,0.56,56.93,1169.1,#N/A,0.2843,0.569,96.113,122.79
2015-07-06,1.2652,3827.346,45141.26,0.5892,0.2342,0.462,0.544,52.53,1170.33,254.3,0.28425,0.544,96.298,122.57
2015-07-07,1.2705,3850.661,45260.09,0.5852,0.2291,0.466,0.51,52.33,1155.26,245.1,0.28325,0.538,96.865,122.54
2015-07-08,1.2746,3787.67,44612.68,0.5414,0.2189,0.433,0.51,51.65,1158.33,250.4,0.28345,0.528,96.294,120.71
2015-07-09,1.2707,3796.263,44199.21,0.5851,0.224,0.461,0.52,52.78,1159.43,255.8,0.286,0.53,96.606,121.34
2015-07-10,1.2658,3843.097,44609.61,0.637,0.2444,0.499,0.549,52.74,1163.74,254.55,0.2858,0.548,96.025,122.78
2015-07-13,1.2741,3885.974,44989.43,0.6772,0.2495,0.477,0.539,52.2,1157.98,255.55,0.2888,0.576,96.858,123.43
2015-07-14,1.2728,3903.308,45195.58,0.637,0.2444,0.459,0.52,53.04,1156.06,254.45,0.2885,0.565,96.643,123.4
2015-07-15,1.2913,3900.498,45390.99,0.625,0.2393,0.401,0.44,51.41,1149.45,253.05,0.2885,0.421,97.166,123.76
2015-07-16,1.2957,3931.855,45603.98,0.6552,0.2495,0.415,0.441,50.91,1145.39,253.15,0.287,0.406,97.668,124.15
2015-07-17,1.2972,3936.219,45330.8,0.6655,0.2546,0.427,0.45,50.89,1134.14,250.45,0.29175,0.403,97.862,124.09
2015-07-20,1.2994,3939.349,44660.66,0.7061,0.2801,0.432,0.45,50.15,1096.5,248.4,0.295,0.404,98.029,124.27
2015-07-21,1.2948,3922.705,44509.21,0.6778,0.2852,0.428,0.449,50.36,1101.25,247.75,0.2941,0.42,97.328,123.89
2015-07-22,1.3033,3913.748,44296.72,0.7063,0.3312,0.434,0.45,49.19,1094.24,243.15,0.2925,0.421,97.598,123.97
2015-07-23,1.3037,3891.787,44195.27,0.6942,0.321,0.426,0.45,48.45,1090.7,238.55,0.2951,0.434,97.115,123.93
2015-07-24,1.3049,3850.15,43950.31,0.6781,0.3159,0.433,0.449,48.14,1099.11,238.15,0.2936,0.434,97.244,123.81
2015-07-27,1.3038,3827.928,43377.55,0.6495,0.3057,0.422,0.45,47.39,1093.98,235.05,0.2941,0.433,96.502,123.25
2015-07-28,1.2921,3875.366,43613.23,0.668,0.3159,0.443,0.45,47.98,1095.48,240.3,0.2968,0.425,96.772,123.56
2015-07-29,1.2945,3904.206,44336.86,0.7038,0.3159,0.465,0.45,48.79,1096.85,240.8,0.2968,0.432,96.976,123.94
2015-07-30,1.3,3904.635,44587.91,0.7275,0.3414,0.455,0.45,48.52,1088.76,237.7,0.3001,0.425,97.56,124.14
2015-07-31,1.3091,3895.8,44853.46,0.6606,0.3108,0.409,0.41,47.12,1095.8,236.35,0.3086,0.403,97.336,123.89
2015-08-03,1.3156,3885.069,44853.46,0.6646,0.3159,0.411,0.414,45.17,1086.79,234.6,0.3037,0.42,97.494,124.03
2015-08-04,1.3193,3876.44,44923.58,0.7322,0.3567,0.406,0.395,45.74,1087.7,236.2,0.3011,0.405,97.931,124.38
2015-08-05,1.3177,3889.99,44960.57,0.7263,0.3619,0.442,0.43,45.15,1085.03,234.85,0.3109,0.401,97.958,124.87
2015-08-06,1.311,3860.918,44660.12,0.7006,0.3363,0.436,0.43,44.66,1089.55,234.1,0.3114,0.397,97.833,124.74
2015-08-07,1.3131,3849.958,44341.07,0.7169,0.3567,0.44,0.43,43.87,1094.15,233.25,0.3116,0.394,97.563,124.24
2015-08-10,1.3001,3899.365,44848.52,0.721,0.367,0.461,0.43,44.96,1104.51,240,0.3142,0.395,97.159,124.63
2015-08-11,1.3114,3862.814,44688.34,0.673,0.3516,0.422,0.439,43.08,1108.95,233.15,0.31435,0.395,97.29,125.13
2015-08-12,1.2977,3867.373,44467.32,0.6651,0.3516,0.424,0.435,43.3,1124.47,235,0.3093,0.399,96.262,124.21
2015-08-13,1.306,3863.031,44155.49,0.7073,0.3721,0.415,0.44,42.23,1115.1,235.3,0.3205,0.399,96.445,124.43
2015-08-14,1.3088,3878.163,44286.23,0.7218,0.3772,0.411,0.43,42.5,1115.07,235.15,0.32445,0.399,96.52,124.31
2015-08-17,1.3079,3899.103,44206.83,0.7058,0.372,0.408,0.43,41.87,1117.7,232.1,0.33285,0.4,96.806,124.39
2015-08-18,1.3059,3889.6,44034.48,0.718,0.372,0.417,0.425,42.62,1117.71,228.7,0.33285,0.393,97.04,124.41
2015-08-19,1.3129,3857.744,43549.37,0.6574,0.3823,0.368,0.41,40.8,1133.88,227.6,0.33335,0.389,96.359,123.8
2015-08-20,1.3087,3776.357,42621.72,0.6533,0.3721,0.353,0.405,41.14,1152.2,231.95,0.3291,0.385,95.98,123.4
2015-08-21,1.3189,3656.667,41806.87,0.6128,0.3517,0.334,0.401,40.45,1160.77,230.35,0.3291,0.386,95.008,122.04
2015-08-24,1.3287,3512.646,40507.21,0.568,0.3159,0.322,0.365,38.24,1155.11,225.9,0.3316,0.37,93.332,118.41
2015-08-25,1.3336,3465.185,40812.73,0.6005,0.3261,0.353,0.39,39.31,1140.49,231.35,0.327,0.378,94.53,118.83
2015-08-26,1.3292,3600.729,41535.9,0.672,0.3414,0.392,0.388,38.6,1125.26,224.8,0.3252,0.38,95.1,119.92
2015-08-27,1.3199,3688.597,42750.4,0.6878,0.3465,0.403,0.385,42.56,1125,233.4,0.3244,0.369,95.61,121.03
2015-08-28,1.32,3691.298,43058.84,0.7156,0.367,0.417,0.396,45.22,1133.6,234.65,0.329,0.369,96.106,121.71
2015-08-31,1.314,3660.751,43042.72,0.7375,0.3772,0.439,0.409,49.2,1134.93,233.8,#N/A,0.369,95.824,121.23
2015-09-01,1.3259,3552.655,41872.03,0.704,0.3619,0.42,0.415,45.41,1140.27,230.25,0.334,0.365,95.45,119.37
2015-09-02,1.3269,3618.251,42081.03,0.7081,0.3414,0.42,0.416,46.25,1134.05,233.3,0.3325,0.365,95.828,120.33
2015-09-03,1.3179,3622.658,42240.43,0.6923,0.3363,0.431,0.416,46.75,1125.46,239,0.3335,0.365,96.405,120.07
2015-09-04,1.3282,3567.413,41882.59,0.7067,0.3465,0.443,0.424,46.05,1121.85,231.95,0.332,0.369,96.229,118.99
2015-09-07,1.3307,3567.413,41882.59,0.7067,0.3465,0.443,0.429,46.05,1119.35,#N/A,0.333,0.387,96.229,119.28
2015-09-08,1.3208,3657.323,42363.51,0.7327,0.3618,0.437,0.445,45.94,1121.55,243.85,0.332,0.374,95.985,119.81
2015-09-09,1.3259,3606.804,42067.98,0.7409,0.3618,0.459,0.461,44.15,1107.85,244.25,0.333,0.384,96.012,120.5
2015-09-10,1.3252,3626.144,42186.7,0.733,0.3669,0.462,0.461,45.92,1110.75,245.45,0.336,0.384,95.456,120.62
2015-09-11,1.3264,3643.541,41875.51,0.7053,0.3618,0.463,0.46,44.63,1107.95,246.2,0.3372,0.384,95.194,120.59
2015-09-14,1.3265,3628.869,41543.35,0.7256,0.372,0.459,0.461,44,1109.1,241.4,0.3355,0.385,95.246,120.23
2015-09-15,1.3249,3675.481,41884.9,0.8024,0.4487,0.5,0.479,44.59,1105.35,243.6,0.33425,0.401,95.611,120.42
2015-09-16,1.3172,3707.625,42821.99,0.8108,0.4642,0.531,0.48,47.15,1119.52,246.15,0.3396,0.405,95.42,120.57
2015-09-17,1.3183,3698.744,42894.85,0.6795,0.3517,0.483,0.465,46.9,1131.51,246.15,0.3451,0.406,94.55,120.01
2015-09-18,1.3226,3638.985,42460.81,0.6777,0.3414,0.466,0.464,44.68,1139.23,239.7,0.3192,0.406,94.863,119.98
2015-09-21,1.3255,3655.636,42873.18,0.7062,0.3465,0.523,0.5,46.68,1133.44,239.85,0.326,0.403,95.894,120.56
2015-09-22,1.3272,3610.704,41976.03,0.6738,0.3363,0.504,0.475,45.83,1124.76,230.7,0.3265,0.408,96.283,120.15
2015-09-23,1.332,3603.485,41644.96,0.6993,0.3261,0.518,0.485,44.48,1130.3,230.55,0.3255,0.428,96.068,120.28
2015-09-24,1.3305,3591.37,41520.91,0.6798,0.3159,0.51,0.48,44.91,1153.95,231.2,0.3264,0.429,95.994,120.07
2015-09-25,1.3337,3589.709,41645.11,0.6918,0.321,0.542,0.49,45.7,1146.2,229.15,0.3261,0.441,96.269,120.59
2015-09-28,1.3397,3498.614,40518.1,0.6683,0.3159,0.506,0.495,44.43,1131.95,225.6,0.3266,0.432,96.034,119.92
2015-09-29,1.3422,3503.125,40619.71,0.6486,0.321,0.51,0.496,45.23,1127.43,225.15,0.3255,0.428,95.855,119.74
2015-09-30,1.3313,3570.171,41460.96,0.6289,0.3108,0.519,0.49,45.09,1115.09,234.1,0.325,0.441,96.35,119.88
2015-10-01,1.3268,3577.471,41258.5,0.6447,0.2904,0.528,0.494,44.74,1113.61,230.45,0.324,0.438,96.185,119.93
2015-10-02,1.3152,3629.038,41607.95,0.5794,0.2291,0.504,0.485,45.54,1138.6,232.55,0.3271,0.443,95.83,119.91
2015-10-05,1.3086,3695.606,42270.63,0.6052,0.2342,0.513,0.487,46.26,1135.75,235.55,0.3232,0.445,96.106,120.46
2015-10-06,1.3034,3682.333,42567.19,0.6012,0.2291,0.51,0.49,48.53,1147.24,235.5,0.318,0.429,95.455,120.23
2015-10-07,1.3057,3713.36,43256.91,0.625,0.2393,0.532,0.485,47.81,1145.54,236.7,0.3186,0.402,95.497,120.01
2015-10-08,1.3016,3746.124,43611.86,0.633,0.2342,0.554,0.489,49.43,1139.01,234.3,0.3196,0.41,95.318,119.93
2015-10-09,1.2945,3748.958,43567.25,0.637,0.2444,0.56,0.49,49.63,1156.53,241.4,0.3206,0.407,94.813,120.27
2015-10-12,1.2998,3753.728,43567.25,0.637,0.2444,0.56,0.495,47.1,1163.85,241.55,0.32075,0.424,94.841,120.04
2015-10-13,1.3039,3728.477,43196.27,0.617,0.2291,0.54,0.49,46.66,1168.84,238.75,0.3205,0.405,94.759,119.75
2015-10-14,1.2936,3711.108,43292.54,0.5487,0.2087,0.521,0.489,46.64,1184.13,241.55,0.31705,0.405,93.931,118.83
2015-10-15,1.2864,3766.427,43147.88,0.5968,0.2087,0.537,0.485,46.38,1183.1,242.3,0.31515,0.406,94.371,118.9
2015-10-16,1.2914,3783.638,43176.36,0.6088,0.2087,0.537,0.49,47.26,1177.3,240.35,0.31715,0.406,94.54,119.44
2015-10-19,1.3019,3784.724,42927.63,0.5866,0.2138,0.527,0.49,45.89,1170.79,236.75,0.31665,0.403,94.928,119.5
2015-10-20,1.298,3779.436,43190.78,0.629,0.2189,0.558,0.49,45.55,1176.04,236.55,0.3204,0.404,94.913,119.84
2015-10-21,1.3139,3757.909,42762.55,0.6209,0.2189,0.532,0.49,45.2,1167.18,236.05,0.3164,0.402,95.035,119.93
2015-10-22,1.3088,3820.491,43334.24,0.6006,0.2138,0.522,0.494,45.38,1166.05,238.35,0.3199,0.399,96.378,120.69
2015-10-23,1.3166,3862.655,43570.14,0.6413,0.2342,0.536,0.5,44.6,1164.45,235,0.3229,0.399,97.127,121.47
2015-10-26,1.3153,3855.294,43061.91,0.6372,0.2444,0.518,0.5,43.98,1163.04,235.7,0.32315,0.404,96.861,121.1
2015-10-27,1.3269,3845.448,42776.85,0.6209,0.275,0.493,0.49,43.2,1166.88,236.2,0.3239,0.405,96.906,120.46
2015-10-28,1.3191,3891.351,43300.31,0.7029,0.3108,0.545,0.5,45.94,1156.1,236.25,0.3219,0.405,97.782,121.09
2015-10-29,1.3172,3890.036,43092.73,0.7236,0.3057,0.575,0.51,46.06,1145.97,232.1,0.3289,0.422,97.282,121.13
2015-10-30,1.308,3871.33,42271.89,0.724,0.321,0.576,0.51,46.59,1142.11,231.75,0.3341,0.438,96.946,120.62
2015-11-02,1.3094,3917.303,42565.1,0.7531,0.3414,0.582,0.51,46.14,1133.84,231.9,0.3341,0.424,96.928,120.76
2015-11-03,1.306,3928.052,42838.72,0.7657,0.3516,0.599,0.52,47.9,1117.79,233.05,0.3336,0.425,97.158,121.07
2015-11-04,1.315,3915.521,42688.43,0.8116,0.3721,0.624,0.52,46.32,1107.9,232.25,0.3366,0.424,97.95,121.57
2015-11-05,1.317,3911.893,42366.45,0.8256,0.3874,0.627,0.521,45.2,1103.92,225.5,0.3439,0.425,97.936,121.75
2015-11-06,1.3306,3910.983,42349.57,0.8859,0.4334,0.676,0.53,44.29,1089.8,224.2,0.3414,0.422,99.168,123.13
2015-11-09,1.3287,3873.372,42128.71,0.8821,0.4334,0.675,0.545,43.87,1092.31,223,0.3556,0.435,98.979,123.18
2015-11-10,1.3275,3880.226,41908.61,0.8744,0.4385,0.661,0.54,44.21,1089.67,221.75,0.3561,0.436,99.293,123.15
2015-11-11,1.3262,3867.712,41690.8,0.8744,0.4943,0.661,0.543,42.93,1086.26,221.8,0.3591,0.446,99.013,122.86
2015-11-12,1.3291,3814.293,41031.05,0.8706,0.5051,0.649,0.539,41.75,1085.2,217.25,0.3616,0.434,98.649,122.61
2015-11-13,1.3323,3771.585,40869.43,0.8347,0.4795,0.611,0.54,40.74,1083.91,216.8,0.3636,0.434,98.998,122.61
2015-11-16,1.3331,3828.456,41629.6,0.851,0.4744,0.613,0.5,41.74,1082.76,211.55,0.3641,0.445,99.442,123.18
2015-11-17,1.3321,3824.14,41518.91,0.8511,0.4846,0.623,0.525,40.67,1070.3,210.4,0.3671,0.45,99.631,123.45
2015-11-18,1.3303,3886.264,41894.14,0.8756,0.4744,0.638,0.525,40.75,1070.73,207.8,0.3696,0.458,99.652,123.64
2015-11-19,1.3284,3882.061,42128.12,0.8921,0.4642,0.619,0.53,40.54,1082.21,207.65,0.3776,0.455,98.989,122.87
2015-11-20,1.3346,3897.453,42010.36,0.9172,0.4744,0.617,0.525,40.39,1078.01,205.5,0.3821,0.452,99.565,122.81
2015-11-23,1.3365,3892.801,41859.78,0.9174,0.4744,0.622,0.535,41.75,1069.18,202.1,0.3932,0.463,99.803,122.84
2015-11-24,1.3305,3897.666,41940.44,0.9303,0.4795,0.621,0.541,42.87,1075.65,205.45,0.4023,0.475,99.527,122.53
2015-11-25,1.329,3897.574,41933.59,0.9343,0.4795,0.63,0.54,43.04,1071.12,204.6,0.4067,0.485,99.795,122.74
2015-11-26,1.3294,3897.574,42020.89,0.9343,0.4795,0.623,0.55,43.04,1072.33,#N/A,0.4117,0.482,99.795,122.57
2015-11-27,1.3371,3900.742,41845.88,0.9185,0.4743,0.631,0.55,41.71,1057.45,205.05,0.4142,0.487,100.02,122.8
2015-11-30,1.3362,3882.843,42174.64,0.9304,0.4795,0.632,0.55,41.65,1064.77,204.45,0.4162,0.491,100.17,123.11
2015-12-01,1.3358,3924.628,42700.33,0.9067,0.4743,0.594,0.55,41.85,1069.29,206.65,0.4222,0.489,99.795,122.87
2015-12-02,1.3343,3882.383,42161.01,0.9345,0.4948,0.618,0.56,39.94,1053.7,202.9,0.436,0.506,99.993,123.24
2015-12-03,1.3355,3826.738,41725.46,0.9505,0.5409,0.653,0.57,41.08,1062.11,205.6,0.452,0.5,97.621,122.61
2015-12-04,1.3362,3905.314,41832.7,0.9388,0.5665,0.628,0.56,39.97,1086.44,207.4,0.462,0.463,98.354,123.11
2015-12-07,1.3499,3878.307,40843.35,0.9269,0.6434,0.601,0.54,37.65,1071.34,204.45,0.477,0.463,98.655,123.37
2015-12-08,1.3585,3853.478,40475.81,0.929,0.6844,0.568,0.52,37.51,1074.96,204.8,0.4865,0.464,98.474,122.93
2015-12-09,1.358,3823.904,40540.61,0.923,0.6949,0.542,0.5,37.16,1072.78,206,0.492,0.465,97.345,121.44
2015-12-10,1.3625,3832.934,40788.85,0.9432,0.6898,0.545,0.499,36.76,1071.58,206.5,0.502,0.462,97.939,121.56
2015-12-11,1.3756,3759.091,40105.51,0.875,0.6538,0.482,0.49,35.62,1074.77,210.8,0.512,0.463,97.565,121.01
2015-12-14,1.3734,3777.22,39811.33,0.9435,0.6692,0.51,0.49,36.31,1059.86,210.4,0.51775,0.466,97.604,121.03
2015-12-15,1.3733,3817.36,40517.81,0.9639,0.6743,0.52,0.5,37.35,1061.22,205.1,0.52575,0.472,98.217,121.68
2015-12-16,1.378,3873.119,41290.94,1.0025,0.6846,0.554,0.5,35.52,1072.32,206.1,0.5325,0.48,97.871,122.21
2015-12-17,1.3937,3815.46,40805.77,0.9844,0.6692,0.52,0.519,34.95,1051.1,203.45,0.5695,0.481,99.27,122.56
2015-12-18,1.3957,3747.558,40853.25,0.9522,0.6486,0.501,0.5,34.73,1066.25,210.3,0.5855,0.478,98.703,121.16
2015-12-21,1.3959,3777.154,40884.9,0.9442,0.6332,0.491,0.501,34.74,1078.4,212.9,0.5931,0.482,98.363,121.19
2015-12-22,1.392,3810.846,41037.08,0.9729,0.6281,0.519,0.515,36.14,1072.43,209.7,0.59435,0.479,98.235,121.07
2015-12-23,1.3849,3858.475,41682.87,0.9812,0.6178,0.505,0.505,37.5,1070.5,211.15,0.6031,0.485,98.341,120.92
2015-12-24,1.3821,3852.314,41761.57,0.9983,0.6178,0.487,0.502,38.1,1076.1,211.15,0.6031,0.482,97.984,120.43
2015-12-25,1.3824,3852.314,41761.57,0.9983,0.6178,0.487,0.502,38.1,#N/A,#N/A,#N/A,0.51,97.847,120.33
2015-12-28,1.3905,3843.935,41761.57,1.0067,0.628,0.487,0.502,36.81,1069.08,206.65,#N/A,0.51,97.919,120.4
2015-12-29,1.3844,3885.552,41600.69,1.0911,0.6383,0.501,0.512,37.87,1069.11,212.5,0.6067,0.48,98.101,120.46
2015-12-30,1.388,3857.899,41276.42,1.0713,0.5973,0.484,0.513,36.6,1061.44,214.65,0.6122,0.521,98.266,120.52
2015-12-31,1.3839,3821.603,40881.84,1.0477,0.5972,0.481,0.506,37.04,1061.1,213.5,0.6127,0.511,98.631,120.22
2016-01-01,1.3855,3821.603,40881.84,1.0477,0.5972,0.481,0.499,37.04,#N/A,#N/A,#N/A,0.533,98.683,120.55
2016-01-04,1.3953,3763.986,40621.65,1.0358,0.5767,0.473,0.494,36.76,1074.61,207.95,0.6117,0.494,98.869,119.44
2016-01-05,1.3996,3771.57,40599.87,1.0139,0.5562,0.452,0.48,35.97,1077.68,209.55,0.6171,0.479,99.404,119.06
2016-01-06,1.4076,3723.439,40016.07,0.976,0.659,0.415,0.451,33.97,1093.67,208.8,0.6201,0.457,99.181,118.47
2016-01-07,1.4115,3635.293,39140.13,0.948,0.6384,0.419,0.442,33.27,1108.97,202.2,0.61685,0.446,98.219,117.67
2016-01-08,1.4172,3595.906,39131.45,0.9318,0.6179,0.417,0.44,33.16,1104.15,202.2,0.6211,0.443,98.54,117.26
2016-01-11,1.4216,3598.974,38734.64,0.9317,0.6128,0.389,0.409,31.41,1094.2,197.25,0.6221,0.433,98.725,117.76
2016-01-12,1.4262,3627.063,38918.41,0.9235,0.6127,0.339,0.39,30.44,1086.56,195.9,0.6236,0.416,98.974,117.65
2016-01-13,1.434,3536.919,38280.92,0.9073,0.5922,0.313,0.39,30.48,1093.59,195.6,0.622,0.399,98.933,117.68
2016-01-14,1.4366,3596.029,38801.84,0.8911,0.5307,0.316,0.339,31.2,1078.38,197.6,0.6211,0.35,99.089,118.06
2016-01-15,1.4541,3518.512,37975.97,0.85,0.4641,0.291,0.3,29.42,1088.88,194.35,0.6196,0.309,98.956,116.98
2016-01-18,1.456,3518.512,37570.98,0.85,0.4641,0.308,0.3,29.42,1089.68,#N/A,0.6238,0.311,98.956,117.32
2016-01-19,1.4579,3520.403,37760.15,0.87,0.459,0.291,0.3,28.46,1087.41,197.75,0.6243,0.314,98.991,117.64
2016-01-20,1.4504,3479.751,37262.18,0.8212,0.4181,0.393,0.409,26.55,1100.92,195.95,0.6213,0.417,99.091,116.94
2016-01-21,1.4266,3497.937,37870.63,0.8331,0.4385,0.458,0.45,29.53,1101.2,199.65,0.6186,0.434,99.056,117.7
2016-01-22,1.4119,3568.902,39013.19,0.8691,0.459,0.457,0.455,32.19,1097.95,200.25,0.6191,0.463,99.574,118.78
2016-01-25,1.4291,3513.109,38237.24,0.8567,0.4385,0.408,0.45,30.34,1107.9,199.8,0.6213,0.479,99.36,118.3
2016-01-26,1.4118,3562.807,38829.74,0.8401,0.4539,0.433,0.46,31.45,1119.91,203.75,0.6211,0.484,99.087,118.42
2016-01-27,1.4096,3524.333,38988.35,0.833,0.4436,0.426,0.461,32.3,1124.97,206.4,0.6181,0.484,98.902,118.68
2016-01-28,1.4029,3544.133,39676.97,0.8172,0.4487,0.427,0.465,33.22,1115.33,205.15,0.6156,0.481,98.51,118.82
2016-01-29,1.3976,3631.959,40404.04,0.7737,0.4487,0.422,0.45,33.62,1118.21,206.7,0.6126,0.463,99.606,121.14
2016-02-01,1.3948,3630.459,39938.44,0.7975,0.4641,0.419,0.45,31.62,1128.41,205.55,0.6186,0.463,99.009,120.99
2016-02-02,1.4055,3562.518,39207.02,0.7183,0.4538,0.375,0.44,29.88,1129.01,205.5,0.6192,0.456,98.872,119.97
2016-02-03,1.3781,3581.529,39683.06,0.7223,0.5359,0.404,0.441,32.28,1142.63,209.5,0.6206,0.453,97.288,117.9
2016-02-04,1.3754,3587.712,40254.94,0.6984,0.5154,0.388,0.439,31.72,1155.59,213.15,0.6202,0.458,96.474,116.78
2016-02-05,1.3917,3521.598,40221.81,0.7221,0.5307,0.371,0.439,30.89,1173.4,210.3,0.6197,0.455,97.031,116.87
2016-02-08,1.3927,3472.076,39501.48,0.6662,0.5051,0.343,0.411,29.69,1189.23,209.05,0.621,0.454,96.57,115.85
2016-02-09,1.3867,3470.504,38705.58,0.6901,0.5051,0.352,0.42,27.94,1189.13,203.95,0.6205,0.463,96.071,115.11
2016-02-10,1.3926,3471.039,38402.74,0.686,0.5051,0.359,0.425,27.45,1197.12,202.7,0.6176,0.465,95.888,113.35
2016-02-11,1.3937,3428.985,38104.35,0.6499,0.4642,0.377,0.392,26.21,1246.7,200.65,0.6172,0.444,95.562,112.42
2016-02-12,1.385,3496.285,39034.21,0.7137,0.4846,0.437,0.432,29.44,1237.97,202.9,0.6182,0.448,95.94,113.25
2016-02-15,1.3834,3496.285,39034.21,0.7137,0.4846,0.437,0.437,29.44,1209.3,#N/A,0.6182,0.468,95.94,114.6
2016-02-16,1.3864,3555.199,39582.12,0.7197,0.4897,0.463,0.443,29.04,1200.44,205.1,0.6182,0.456,96.868,114.07
2016-02-17,1.3672,3614.163,40566.35,0.7419,0.5102,0.482,0.465,30.66,1208.5,207.55,0.6194,0.461,96.786,114.1
2016-02-18,1.3726,3597.49,40769.35,0.6933,0.5051,0.432,0.447,30.77,1230.87,207.35,0.6182,0.458,96.951,113.24
2016-02-19,1.3766,3597.916,40403.86,0.7418,0.5102,0.448,0.455,29.64,1226.8,207.65,0.6182,0.459,96.6,112.63
2016-02-22,1.3706,3649.92,40514.66,0.75,0.5255,0.452,0.466,31.48,1208.63,211.5,0.6246,0.466,97.379,112.92
2016-02-23,1.3793,3604.684,40257.45,0.7337,0.5255,0.467,0.485,31.87,1226.85,210.55,0.6291,0.472,97.481,112.1
2016-02-24,1.3702,3620.874,40185.41,0.7539,0.5358,0.499,0.49,32.15,1228.75,209.6,0.6346,0.469,97.458,112.18
2016-02-25,1.353,3662.839,40246.75,0.7264,0.5306,0.492,0.487,33.07,1232.91,206.65,0.6356,0.47,97.287,113
2016-02-26,1.3513,3656.416,40389.51,0.7934,0.5665,0.516,0.488,32.78,1223.46,211.8,0.6351,0.467,98.148,114
2016-02-29,1.354,3627.059,40593.13,0.7737,0.5972,0.519,0.499,33.75,1238.67,212.85,0.6331,0.463,98.211,112.69
2016-03-01,1.341,3713.696,40981.76,0.8391,0.6331,0.533,0.51,34.4,1232.15,214.15,0.6316,0.464,98.352,114.01
2016-03-02,1.3417,3729.591,41107.25,0.8412,0.6521,0.539,0.51,34.66,1239.98,217.75,0.63485,0.469,98.214,113.48
2016-03-03,1.3404,3743.022,41441.82,0.8452,0.6469,0.514,0.521,34.57,1264.25,220.45,0.6356,0.47,97.592,113.69
2016-03-04,1.3317,3755.475,41722.39,0.8616,0.652,0.525,0.519,35.92,1258.95,227.1,0.6335,0.467,97.34,113.74
2016-03-07,1.3282,3759.05,42263.08,0.9057,0.6674,0.534,0.519,37.9,1267.33,228.05,0.6361,0.475,97.071,113.46
2016-03-08,1.3409,3717.494,42046.28,0.8659,0.652,0.494,0.52,36.5,1261.44,221.85,0.63515,0.476,97.209,112.62
2016-03-09,1.3248,3736.921,42319.22,0.8901,0.6571,0.529,0.517,38.29,1253.23,223,0.6346,0.476,97.173,113.35
2016-03-10,1.3346,3737.737,42276,0.9265,0.6622,0.567,0.522,37.84,1272.25,221.75,0.63235,0.474,96.066,113.19
2016-03-11,1.3209,3800.073,42750.11,0.9554,0.6878,0.593,0.526,38.5,1249.45,223.85,0.63385,0.467,96.172,113.86
2016-03-14,1.326,3795.529,42611.09,0.9557,0.6878,0.58,0.538,37.18,1235.27,223.7,0.63955,0.47,96.624,113.82
2016-03-15,1.3356,3788.622,42372.92,0.9641,0.6929,0.574,0.537,36.34,1232.38,223.1,0.64195,0.468,96.633,113.18
2016-03-16,1.3097,3810.09,42625.97,0.855,0.6264,0.539,0.53,38.46,1262.57,223.15,0.639,0.469,95.89,112.56
2016-03-17,1.2976,3835.263,43079.09,0.8633,0.6315,0.532,0.513,40.2,1257.97,228.9,0.6234,0.462,94.76,111.39
2016-03-18,1.3004,3852.152,42688.8,0.8353,0.6059,0.542,0.513,39.44,1255.4,227.95,0.6243,0.467,95.086,111.55
2016-03-21,1.3101,3855.97,42891.29,0.872,0.611,0.56,0.54,39.91,1243.75,228.95,0.6246,0.466,95.288,111.95
2016-03-22,1.3049,3853.178,42681.44,0.8865,0.611,0.587,0.549,41.45,1248.32,228.45,0.62835,0.472,95.648,112.37
2016-03-23,1.3204,3828.58,42337.69,0.8519,0.6058,0.559,0.54,39.79,1220.11,223.05,0.6301,0.465,96.046,112.38
